id;types;prepro_komposisi;cleaned_names;summary;;;
3034;suspensi;simethicone aluminium hydroxide gel magnesium hydroxide paste;polysilane;polysilane suspensi simethicone aluminium hydroxide gel magnesium hydroxide paste obat mengurangi gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , tukak usus 12 jari , gejala - gejala mual , nyeri lambung , nyeri ulu hati , kembung perasaan penuh lambung;;;
3035;suspensi;simethicone aluminium hydroxide gel magnesium hydroxide paste;polysilane;polysilane suspensi simethicone aluminium hydroxide gel magnesium hydroxide paste obat mengurangi gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , tukak usus 12 jari , gejala - gejala mual , nyeri lambung , nyeri ulu hati , kembung perasaan penuh lambung;;;
3036;suspensi;aluminium hydroxide;polysilane;polysilane suspensi aluminium hydroxide obat mengurangi gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , tukak usus 12 jari , gejala - gejala mual , nyeri lambung , nyeri ulu hati , kembung perasaan penuh lambung;;;
3037;suspensi;aluminium hydroxide;polysilane;polysilane suspensi aluminium hydroxide obat mengurangi gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , tukak usus 12 jari , gejala - gejala mual , nyeri lambung , nyeri ulu hati , kembung perasaan penuh lambung;;;
3038;suspensi;aluminium hydroxide;polysilane;polysilane suspensi aluminium hydroxide mengurangi gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , gejala mual , nyeri lambung , nyeri ulu hati , kembung , perasaan penuh lambung;;;
3039;suspensi;aluminium hydroxide;polysilane;polysilane suspensi aluminium hydroxide mengurangi gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , gejala mual , nyeri lambung , nyeri ulu hati , kembung , perasaan penuh lambung;;;
3040;suspensi;simethicone aluminium hydroxide gel magnesium hydroxide paste;polysilane;polysilane suspensi simethicone aluminium hydroxide gel magnesium hydroxide paste mengurangi gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , gejala mual , nyeri lambung , nyeri ulu hati , kembung , perasaan penuh lambung;;;
3041;suspensi;simethicone aluminium hydroxide gel magnesium hydroxide paste;polysilane;polysilane suspensi simethicone aluminium hydroxide gel magnesium hydroxide paste mengurangi gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , gejala mual , nyeri lambung , nyeri ulu hati , kembung , perasaan penuh lambung;;;
3042;suspensi;aluminium hydroxide;polysilane;polysilane suspensi aluminium hydroxide mengurangi gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , gejala mual , nyeri lambung , nyeri ulu hati , kembung , perasaan penuh lambung;;;
3043;suspensi;aluminium hydroxide;polysilane;polysilane suspensi aluminium hydroxide mengurangi gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , gejala mual , nyeri lambung , nyeri ulu hati , kembung , perasaan penuh lambung;;;
3044;sirup;ranitidine hydrochloride;ranivel;ranivel sirup ranitidine hydrochloride tukak lambung tukak duodenum , refluks esofagitis , dispepsia episodik kronis , tukak akibat ains , tukak duodenum h  pylorus , sindrom zollinger - ellison , kondisi dimana pengurangan asam lambung;;;
3045;sirup;ranitidine hydrochloride;ranivel;ranivel sirup ranitidine hydrochloride tukak lambung tukak duodenum , refluks esofagitis , dispepsia episodik kronis , tukak akibat ains , tukak duodenum h  pylorus , sindrom zollinger - ellison , kondisi dimana pengurangan asam lambung;;;
3046;tablet;magnesium hydroxide simethicone dried aluminium hydroxide gel;polysilane;polysilane tablet magnesium hydroxide simethicone dried aluminium hydroxide gel sakit maag , panas terbakar uluhati kerongkongan , pirosis , gastritis , perut kembung;;;
3047;tablet;simethicone dried aluminium hydroxide gel magnesium hydroxide;polysilane;polysilane tablet simethicone dried aluminium hydroxide gel magnesium hydroxide sakit maag , panas terbakar uluhati kerongkongan , pirosis , gastritis , perut kembung;;;
3048;tablet;aluminium hydroxide;polysilane;polysilane tablet aluminium hydroxide sakit maag , panas terbakar uluhati kerongkongan , pirosis , gastritis , perut kembung;;;
3049;tablet;aluminium hydroxide;polysilane;polysilane tablet aluminium hydroxide sakit maag , panas terbakar uluhati kerongkongan , pirosis , gastritis , perut kembung;;;
3050;tablet;ranitidine hydrochloride;rantin;rantin tablet ranitidine hydrochloride tukak lambung tukak duodenum , refluks esofagitis , dispepsia episodik kronis , tukak akibat ains , tukak duodenum h  pylorus , sindrom zollinger - ellison , kondisi dimana pengurangan asam lambung;;;
3051;tablet;simethicone emulsion 30;disflatyl;disflatyl tablet simethicone emulsion 30 meredakan kembung tidak nyaman diperut gas;;;
3052;tablet;esomeprazole magnesium trihydrate;nexium mups;nexium mups tablet esomeprazole magnesium trihydrate mengobati gastroesophageal reflux disease gerd esofagitis peradangan lapisan kerongkongan simptom refluks berat pasien tukak lambung ulkus peptik disebabkan h  pylori terapi kombinasi diakibatkan konsumsi oains;;;
3053;tablet;esomeprazole magnesium trihydrate;nexium mups;nexium mups tablet esomeprazole magnesium trihydrate mengobati gastroesophageal reflux disease gerd esofagitis peradangan lapisan kerongkongan simptom refluks berat pasien tukak lambung ulkus peptik disebabkan h  pylori terapi kombinasi diakibatkan konsumsi oains;;;
3054;tablet;esomeprazole magnesium trihydrate;nexium mups;nexium mups tablet esomeprazole magnesium trihydrate mengobati gastroesophageal reflux disease gerd esofagitis peradangan lapisan kerongkongan simptom refluks berat pasien tukak lambung ulkus peptik disebabkan h  pylori terapi kombinasi diakibatkan konsumsi oains;;;
3055;tablet;esomeprazole magnesium;nexium mups;nexium mups tablet esomeprazole magnesium mengobati gastroesophageal reflux disease gerd esofagitis peradangan lapisan kerongkongan simptom refluks berat pasien tukak lambung ulkus peptik disebabkan h  pylori terapi kombinasi diakibatkan konsumsi oains;;;
3056;tablet;esomeprazole magnesium;nexium mups;nexium mups tablet esomeprazole magnesium mengobati gastroesophageal reflux disease gerd esofagitis peradangan lapisan kerongkongan simptom refluks berat pasien tukak lambung ulkus peptik disebabkan h  pylori terapi kombinasi diakibatkan konsumsi oains;;;
3057;tablet;dried aluminium hydroxide gel magnesium hydroxide simethicone;plantacid forte;plantacid forte tablet dried aluminium hydroxide gel magnesium hydroxide simethicone untuk mengatasi gejala - gejala berhubungan kelebihan asam lambung , tukak lambung , tukak usus 12 jari gejala - gejala mual kembung;;;
3058;tablet;hydrotalcite magnesium hydroxide simethicone;promag;promag tablet hydrotalcite magnesium hydroxide simethicone meringankan gejala - gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , tukak usus 12 jari gejala mual , nyeri lambung , nyeri ulu hati , kembung perasaan penuh lambung;;;
3059;tablet;hydrotalcite;promag;promag tablet hydrotalcite meringankan gejala - gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , tukak usus 12 jari gejala mual , nyeri lambung , nyeri ulu hati , kembung perasaan penuh lambung;;;
3060;;;;;;;
3061;;;;;;;
3062;;;;;;;
3063;;;;;;;
3064;tablet;esomeprazole magnesium trihydrate;nexium mups;nexium mups tablet esomeprazole magnesium trihydrate mengobati gastroesophageal reflux disease gerd esofagitis peradangan lapisan kerongkongan simptom refluks berat pasien tukak lambung ulkus peptik disebabkan h  pylori terapi kombinasi diakibatkan konsumsi oains;;;
3065;tablet;esomeprazole magnesium;nexium mups;nexium mups tablet esomeprazole magnesium mengobati gastroesophageal reflux disease gerd esofagitis peradangan lapisan kerongkongan simptom refluks berat pasien tukak lambung ulkus peptik disebabkan h  pylori terapi kombinasi diakibatkan konsumsi oains;;;
3066;tablet;esomeprazole magnesium;nexium mups;nexium mups tablet esomeprazole magnesium mengobati gastroesophageal reflux disease gerd esofagitis peradangan lapisan kerongkongan simptom refluks berat pasien tukak lambung ulkus peptik disebabkan h  pylori terapi kombinasi diakibatkan konsumsi oains;;;
3067;tablet;esomeprazole magnesium;nexium mups;nexium mups tablet esomeprazole magnesium mengobati gastroesophageal reflux disease gerd esofagitis peradangan lapisan kerongkongan simptom refluks berat pasien tukak lambung ulkus peptik disebabkan h  pylori terapi kombinasi diakibatkan konsumsi oains;;;
3068;tablet;magnesium hydroxide dried aluminium hydroxide gel;antasida doen;antasida doen tablet magnesium hydroxide dried aluminium hydroxide gel obat sakit maag mengurangi nyeri lambung disebabkan kelebihan asam lambung , gastritis , ulkus gastritis ulkus duodenal gejala mual perih;;;
3069;suspensi;aluminium hydroxide gel magnesium hydroxide paste simethicone emulsion 30;mylanta;mylanta suspensi aluminium hydroxide gel magnesium hydroxide paste simethicone emulsion 30 obat mengurangi gejala - gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , tukak usus 12 jari , gejala - gejala mual , nyeri lambung , nyeri ulu hati;;;
3070;suspensi;aluminium hydroxide gel magnesium hydroxide paste simethicone emulsion 30;mylanta;mylanta suspensi aluminium hydroxide gel magnesium hydroxide paste simethicone emulsion 30 obat mengurangi gejala - gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , tukak usus 12 jari , gejala - gejala mual , nyeri lambung , nyeri ulu hati;;;
3071;suspensi;dried aluminium hydroxide gel;mylanta;mylanta suspensi dried aluminium hydroxide gel obat mengurangi gejala - gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , tukak usus 12 jari , gejala - gejala mual , nyeri lambung , nyeri ulu hati;;;
3072;suspensi;dried aluminium hydroxide gel;mylanta;mylanta suspensi dried aluminium hydroxide gel obat mengurangi gejala - gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , tukak usus 12 jari , gejala - gejala mual , nyeri lambung , nyeri ulu hati;;;
3073;suspensi;aluminium hydroxide gel magnesium hydroxide paste simethicone emulsion 30;mylanta;mylanta suspensi aluminium hydroxide gel magnesium hydroxide paste simethicone emulsion 30 obat mengurangi gejala - gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , tukak usus 12 jari , gejala - gejala mual , nyeri lambung , nyeri ulu hati;;;
3074;suspensi;aluminium hydroxide gel magnesium hydroxide paste simethicone emulsion 30;mylanta;mylanta suspensi aluminium hydroxide gel magnesium hydroxide paste simethicone emulsion 30 obat mengurangi gejala - gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , tukak usus 12 jari , gejala - gejala mual , nyeri lambung , nyeri ulu hati;;;
3075;suspensi;dried aluminium hydroxide gel;mylanta;mylanta suspensi dried aluminium hydroxide gel obat mengurangi gejala - gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , tukak usus 12 jari , gejala - gejala mual , nyeri lambung , nyeri ulu hati;;;
3076;suspensi;dried aluminium hydroxide gel;mylanta;mylanta suspensi dried aluminium hydroxide gel obat mengurangi gejala - gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , tukak usus 12 jari , gejala - gejala mual , nyeri lambung , nyeri ulu hati;;;
3077;suspensi;dried aluminium hydroxide gel magnesium hydroxide simethicone;plantacid forte;plantacid forte suspensi dried aluminium hydroxide gel magnesium hydroxide simethicone mengurangi gejala - gejala berhubungan kelebihan asam lambung , tukak lambung , tukak usus 12 jari gejala mual kembung;;;
3078;;;;;;;
3079;;;;;;;
3080;;;;;;;
3081;;;;;;;
3082;;;;;;;
3083;tablet;dried aluminium hydroxide gel simethicone magnesium hydroxide;mylanta;mylanta tablet dried aluminium hydroxide gel simethicone magnesium hydroxide mengurangi gejala - gejala berhubungan kelebihan , gastritis , tukak lambung , tukak usus 12 jari gejala mual , nyeri lambung nyeri ulu hati;;;
3084;tablet;dried aluminium hydroxide gel;mylanta;mylanta tablet dried aluminium hydroxide gel mengurangi gejala - gejala berhubungan kelebihan , gastritis , tukak lambung , tukak usus 12 jari gejala mual , nyeri lambung nyeri ulu hati;;;
3085;tablet;kombinasi-pantoprazole sodium blend 275;pantoprazole;pantoprazole tablet kombinasi-pantoprazole sodium blend 275 simtomatik gerd gangguan refluks non erosive pengobatan jangka refluks esofagitis berat;;;
3086;tablet;pantoprazole sodium;pantoprazole;pantoprazole tablet pantoprazole sodium simtomatik gerd gangguan refluks non erosive pengobatan jangka refluks esofagitis berat;;;
3087;tablet;esomeprazole magnesium;esomeprazole;esomeprazole tablet esomeprazole magnesium mengobati gastroesophageal reflux disease gerd esofagitis peradangan lapisan kerongkongan simptom refluks berat pasien tukak lambung ulkus peptik disebabkan h  pylori terapi kombinasi diakibatkan konsumsi oains;;;
3088;;;;;;;
3089;tablet;rabeprazole sodium;pariet;pariet tablet rabeprazole sodium sakit maag , tukak lambung , tukak usus halus , reflux esofagitis erosif ulseratif , eradikasi h  pylorus;;;
3090;tablet;rabeprazole sodium;pariet;pariet tablet rabeprazole sodium sakit maag , tukak lambung , tukak usus halus , reflux esofagitis erosif ulseratif , eradikasi h  pylorus;;;
3091;tablet;rabeprazole sodium;pariet;pariet tablet rabeprazole sodium sakit maag , tukak lambung , tukak usus halus , reflux esofagitis erosif ulseratif , eradikasi h  pylorus;;;
3092;tablet;rabeprazole sodium;pariet;pariet tablet rabeprazole sodium sakit maag , tukak lambung , tukak usus halus , reflux esofagitis erosif ulseratif , eradikasi h  pylorus;;;
3093;suspensi;magnesium hydroxide hydrotalcite simethicone;promag;promag suspensi magnesium hydroxide hydrotalcite simethicone untuk mengurangi gejala berhubungan kelebihan asam lambung , gastritis , tukak lambung , tukak usus 12 jari gejala mual , kembung , nyeri lambung , nyeri ulu hati , penuh lambung;;;
3094;tablet;aluminium hydroxide;farmacrol forte;farmacrol forte tablet aluminium hydroxide sakit maag , hiperasiditas , tukak ulkus lambung - usus halus , gastritis , perut kembung;;;
3095;tablet;kombinasi-pantoprazole sodium blend 275;pantoprazole;pantoprazole tablet kombinasi-pantoprazole sodium blend 275 untuk meredakan gejala gastroesophageal reflux disease gerd nonerosive reflux disease nerd  untuk penanganan jangka reflux esophagitis berat;;;
3096;tablet;pantoprazole sodium;pantoprazole;pantoprazole tablet pantoprazole sodium untuk meredakan gejala gastroesophageal reflux disease gerd nonerosive reflux disease nerd  untuk penanganan jangka reflux esophagitis berat;;;
3097;suspensi;sucralfate;sucralfate;sucralfate suspensi tukak lambung usus , gastritis kronik profilaksis perdarahan gastrointestinal;;;
3098;suspensi;sucralfate;sucralfate;sucralfate suspensi tukak lambung usus , gastritis kronik profilaksis perdarahan gastrointestinal;;;
3099;suspensi;sucralfate;sucralfate;sucralfate suspensi tukak lambung usus , gastritis kronik profilaksis perdarahan gastrointestinal;;;
3100;suspensi;sucralfate;sucralfate;sucralfate suspensi tukak lambung usus , gastritis kronik profilaksis perdarahan gastrointestinal;;;
3101;suspensi;sucralfate;sucralfate;sucralfate suspensi tukak lambung usus , gastritis kronik profilaksis perdarahan gastrointestinal;;;
3102;suspensi;simethicone aluminium hydroxide gel magnesium hydroxide;acitral;acitral suspensi simethicone aluminium hydroxide gel magnesium hydroxide sakit maag , tukak lambung tukak usus halus , hiperasiditas pencernaan , gastritis , gangguan pencernaan , perut kembung;;;
3103;suspensi;aluminium hydroxide magnesium hydroxide simethicone;acitral;acitral suspensi aluminium hydroxide magnesium hydroxide simethicone sakit maag , tukak lambung tukak usus halus , hiperasiditas pencernaan , gastritis , gangguan pencernaan , perut kembung;;;
3104;suspensi;aluminium hydroxide gel magnesium hydroxide simethicone;acitral;acitral suspensi aluminium hydroxide gel magnesium hydroxide simethicone sakit maag , tukak lambung tukak usus halus , hiperasiditas pencernaan , gastritis , gangguan pencernaan , perut kembung;;;
3105;;;;;;;
3106;;;;;;;
3107;;;;;;;
3108;;;;;;;
3109;suspensi;sucralfate;propepsa;propepsa suspensi sucralfate tukak lambung usus , gastritis kronik profilaksis perdarahan gastrointestinal;;;
3110;suspensi;sucralfate;propepsa;propepsa suspensi sucralfate tukak lambung usus , gastritis kronik profilaksis perdarahan gastrointestinal;;;
3111;suspensi;sucralfate;propepsa;propepsa suspensi sucralfate tukak lambung usus , gastritis kronik profilaksis perdarahan gastrointestinal;;;
3112;suspensi;sucralfate;propepsa;propepsa suspensi sucralfate tukak lambung usus , gastritis kronik profilaksis perdarahan gastrointestinal;;;
3113;suspensi;sucralfate;propepsa;propepsa suspensi sucralfate tukak lambung usus , gastritis kronik profilaksis perdarahan gastrointestinal;;;
3114;suspensi;sucralfate;propepsa;propepsa suspensi sucralfate tukak lambung usus , gastritis kronik profilaksis perdarahan gastrointestinal;;;
3115;suspensi;simethicone emulsion 30% magnesium hydroxide dried aluminium hydroxide gel;farmacrol forte;farmacrol forte suspensi simethicone emulsion 30% magnesium hydroxide dried aluminium hydroxide gel sakit maag , hiperasiditas , tukak ulkus lambung - usus halus , gastritis , perut kembung;;;
3116;suspensi;magnesium hydroxide simethicone emulsion 30% dried aluminium hydroxide gel;farmacrol forte;farmacrol forte suspensi magnesium hydroxide simethicone emulsion 30% dried aluminium hydroxide gel sakit maag , hiperasiditas , tukak ulkus lambung - usus halus , gastritis , perut kembung;;;
